act_1867_title; Act of British North America in 1867; X;;;;;;;;;;;
act_1867_desc; He established the Dominion of Canada, consisting of four colonies of the British Empire: Ontario and Quebec - the former Province of Canada (or Associated Canada) - New Brunswick and Nova Scotia. This law, which includes 147 articles, entered into force the provisions of the constitution of modern Canada, and has since been corrected several times, today it is still in force.; X;;;;;;;;;;;
act_1871_title; Act of British North America in 1871; X;;;;;;;;;;;
EVTDESC95320; state ceased to exist during the Civil War, 1838-1840 period. The collapse began with the separation from the Federation of Nicaragua's November 5, 1838. Should be separated, Honduras, Costa Rica and Guatemala. State of Los Altos was divided between Mexico and Guatemala. Finally, Union collapsed in 1840, when the last stronghold of the Federation - El Salvador, March 31 announced a decision to abolish the Central American Federation; X;;;;;;;;;;;
EVTOPTA95320; disaster!; X;;;;;;;;;;;
EVTNAME95340; collapse of the confederation; X;;;;;;;;;;;
EVTDESC95340; state ceased to exist after the defeat of the troops of Santa Cruz of the Chilean army in alliance with the separatists in the Peruvian Young (January 1839). ; X;;;;;;;;;;;
EVTOPTA95340; disaster!; X;;;;;;;;;;;
EVTNAME95321; coup; X;;;;;;;;;;;
EVTDESC95321; In 1871, the Liberals have made a coup in Guatemala, and the president was General Rufino Barrilos. He was expelled from Guatemala monastic orders, confiscating their property and possessions of the largest conservative. When it began the construction of railways and the number of measures for the development of agriculture and the spread of literacy.; X;;;;;;;;;;;
EVTOPTA95321; disaster!; X;;;;;;;;;;;
EVTNAME95322; United Fruit; X;;;;;;;;;;;
EVTDESC95322; company "United Fruit" at the beginning of the XX century greatly expanded the Guatemalan port of Puerto Barrios on the Atlantic coast. Then she began to expand the ports on the Pacific coast of Guatemala. In turn, General Jorge Ubico granted the company "United Fruit" new lands, and absolutely free, so enjoy the support of the United States.; X;;;;;;;;;;;
EVTOPTA95322; Give us land; X;;;;;;;;;;;
EVTOPTB95322; and without them we can handle; X;;;;;;;;;;;
EVTNAME95323; United Fruit; X;;;;;;;;;;;
EVTDESC95323; In 1871, President Thomas Gutierrez, adopted a new constitution that abolishes the death penalty and encourage foreign investment. The American company "United Fruit" began its expansion in Costa Rica, buying land. The company is organized in Costa Rica's largest export industry - in addition to coffee, and even bananas, cocoa, pineapples and other crops. The company also has built in Costa Rica's rail network.; X;;;;;;;;;;;
EVTOPTA95323; Give us land; X;;;;;;;;;;;
EVTOPTB95323; and without them we can handle; X;;;;;;;;;;;
united_fruit; «United Fruit»; X;;;;;;;;;;;
golden_law_title; Golden Law; X;;;;;;;;;;;
golden_law_desc; By 1888, Brazil remained the last country in the Western Hemisphere, which was common slavery. With the influx of cheap labor of immigrants, it was no longer economically profitable. In addition, the UK put pressure on Brazil, demanding to abolish slavery, which supposedly gave the Brazilian economy an unfair advantage to the British colonies. The law was made Minister of Agriculture Antonio da Silva Prado and signed by Princess Isabel, acting as regent during the visit of her father, Emperor Dom Pedro II, in Europe. Date of signing, on May 13, intentionally coincided with the birthday of Juan VI, Isabella's great-grandfather and father of the first emperor of Brazil. The immediate consequence of the law was deteriorating fazendeyru landowners and the economy as a whole, which ultimately led to the fall of the Brazilian Empire.; X;;;;;;;;;;;
EVTNAME95324; Rubber fever; X;;;;;;;;;;;
EVTDESC95324; Rubber fever - common name of the socio-economic and political events in the history of the equatorial countries of the world in the late nineteenth and twentieth centuries, associated with the production of rubber. The first rubber "fever" swept the Amazon basin, Latin American countries between 1879 and 1912. The most famous in the world got a rubber fever in Brazil, which marked a golden era in the life of the country. Significant in its scale and significance was also a rubber fever in Peru. To a lesser extent it also reflected the peripheral regions of such countries as Bolivia, Colombia and Ecuador. Rubber has become the latest Latin American monoculture.; X;;;;;;;;;;;
EVTOPTA95324; Excellent!; X;;;;;;;;;;;
EVTNAME95325; political instability; X;;;;;;;;;;;
EVTDESC95325; In the XIX century Latin American two-party system only superficially resembled their English prototype. And the Conservatives and the Liberals were at this time only the parties in the conventional sense. They did not have a coherent and stable organization, but remained only groups, semi-feudal cliques, each leading civil war. Their political creed was expressed not in the program documents, and honest rate on certain strong leader (caudillo), who sees in front of one goal - the seizure of power and the establishment of an authoritarian regime. ; X;;;;;;;;;;;
EVTOPTA95325; We will prepare for the worst; X;;;;;;;;;;;
EVTNAME95326; Stabilization; X;;;;;;;;;;;
EVTDESC95326; Our country broke away from the abyss of civil war, the ruling party stands firmly on his feet, and the rebels destroyed; X;;;;;;;;;;;
EVTOPTA95326; We are waiting for a bright future; X;;;;;;;;;;;
political_instability; political instability; X;;;;;;;;;;;
political_instability_desc; acute confrontation between conservatives and liberals; X;;;;;;;;;;;
rubber_boom; Rubber fever; X;;;;;;;;;;;
EVTNAME95350; End of Empire; X;;;;;;;;;;;
EVTDESC95350; «Golden Law" has caused a backlash of slaveholders, which undermined the political foundations of the monarchy. A few months after the parliamentary crisis, November 15, 1889 military defeat of the emperor of power and declared an end to the monarchy and the establishment of the republic. The change of regime took place without bloodshed. Go to the emperor and his family reacted to the well-deserved, but asked them to leave the country.; X;;;;;;;;;;;
EVTOPTA95330; Long live the republic!; X;;;;;;;;;;;
build_christ_the_redeemer_title; Christ the Redeemer; X;;;;;;;;;;;
build_christ_the_redeemer_desc; In 1921, the approaching centenary of national independence of Brazil (1822) inspired the fathers of the city - Rio de Janeiro was the capital of Brazil, then - on the creation of the monument of Christ the Redeemer. The magazine "O Cruzeiro" announced a fundraiser for a subscription to the construction of the monument. As a result of the campaign were collected 2.2 million flights. To raise funds, and joined the church: the then Archbishop of Rio de Janeiro, Don Sebastian Lema took a large part in creating the monument. The construction of the statue went on for about nine years. October 12, 1931 the grand opening and consecration of the monument, which has become a symbol of Rio de Janeiro.; X;;;;;;;;;;;
christ_the_redeemer; Christ the Redeemer; X;;;;;;;;;;;
saenz_pena_law_title; Saenz Peña Law; X;;;;;;;;;;;
saenz_pena_law_desc; Saenz Peña Law - 8871 statute number, approved by the National Congress of Argentina February 10, 1912 through the efforts of President Roque Saenz Peña. According to this law have the right to vote, all citizens in Argentina over 18 years. Voting was by secret ballot, universal and compulsory. Those who fail to vote were required to pay a fine of 20 pesos.; X;;;;;;;;;;;
EVTNAME95327; Cubans demand independence; X;;;;;;;;;;;
EVTDESC95327; In 1857-1866 years, Cuba was in economic crisis. Especially hard hit economically less-developed eastern part of the island. Spanish colonial administration continued to make high profits, despite the crisis, but they are not invested in the island's economy, and spending on military spending, government spending, and sent large sums of money to Spain, and Fernando Po. The Spaniards were 8% of the Cuban population and owned 90% of the wealth of the island. Spain has established strict control over the Cuban trade, which only intensified the crisis. The slave trade existed, and the economy of the island depended on her greatly. Most of the Cuban people had no political rights and freedoms, in particular, they had no right to hold any political office, which led to the creation of underground organizations. Political parties were outlawed. In addition, in 1868 in Spain was a revolution, which has encouraged anti-colonial and anti-slavery course in Cuba.; X;;;;;;;;;;;
EVTOPTA95327; Do not worry; X;;;;;;;;;;;
struggle_for_independence; struggle for independence; X;;;;;;;;;;;
EVTNAME95328; Cuban War of Independence; X;;;;;;;;;;;
EVTDESC95328; February 15, 1895 Spain issued a decree on the establishment in Cuba of the Advisory Board for the Governor-General. This decree in Cuba was seen as a violation of previous promises given to the Cubans metropolitan government to grant the island greater autonomy. February 24, 1895, Cuba began a revolt against Spanish rule. Main objective of the uprising was the following: the complete expulsion of the Spaniards and the establishment of socialism in Cuba. The revolution quickly became popular among the general population. The originator of the insurrection was José Martí. As a poet and journalist, he became a representative of an ideological revolution.; X;;;;;;;;;;;
EVTOPTA95328; begin hostilities; X;;;;;;;;;;;
EVTOPTB95328; We need to make concessions; X;;;;;;;;;;;
PUE; Puerto Rico; X;;;;;;;;;;;
PUE_ADJ; Puerto Rican.; X;;;;;;;;;;;
PUE_liberal; Liberal Party; X;;;;;;;;;;;
PUE_conservative; Conservative Party; X;;;;;;;;;;;
PUE_socialist; Socialist Party; X;;;;;;;;;;;
PUE_communist; Communist Party; X;;;;;;;;;;;
PUE_reactionary; reactionary party; X;;;;;;;;;;;
PUE_fascist; Fascist Party; X;;;;;;;;;;;
PUE_anarcho_liberal; Radical Party; X;;;;;;;;;;;
JAM; Jamaica; X;;;;;;;;;;;
JAM_ADJ; Jamaica.; X;;;;;;;;;;;
JAM_liberal; Liberal Party; X;;;;;;;;;;;
JAM_conservative; Conservative Party; X;;;;;;;;;;;
JAM_socialist; Socialist Party; X;;;;;;;;;;;
JAM_communist; Communist Party; X;;;;;;;;;;;
JAM_reactionary; reactionary party; X;;;;;;;;;;;
JAM_fascist; Fascist Party; X;;;;;;;;;;;
JAM_anarcho_liberal; Radical Party; X;;;;;;;;;;;
TDT; Trinidad and Tobago; X;;;;;;;;;;;
TDT_ADJ; Trinidad.; X;;;;;;;;;;;
TDT_liberal; Liberal Party; X;;;;;;;;;;;
TDT_conservative; Conservative Party; X;;;;;;;;;;;
TDT_socialist; Socialist Party; X;;;;;;;;;;;
TDT_communist; Communist Party; X;;;;;;;;;;;
TDT_reactionary; reactionary party; X;;;;;;;;;;;
TDT_fascist; Fascist Party; X;;;;;;;;;;;
TDT_anarcho_liberal; Radical Party; X;;;;;;;;;;;
COD; Commonwealth of Dominica; X;;;;;;;;;;;
COD_ADJ; Dominican.; X;;;;;;;;;;;
COD_liberal; Liberal Party; X;;;;;;;;;;;
COD_conservative; Conservative Party; X;;;;;;;;;;;
COD_socialist; Socialist Party; X;;;;;;;;;;;
COD_communist; Communist Party; X;;;;;;;;;;;
COD_reactionary; reactionary party; X;;;;;;;;;;;
COD_fascist; Fascist Party; X;;;;;;;;;;;
COD_anarcho_liberal; Radical Party; X;;;;;;;;;;;
STL; St. Lucia; X;;;;;;;;;;;
STL_ADJ; St. Lyusiysk.; X;;;;;;;;;;;
STL_liberal; Liberal Party; X;;;;;;;;;;;
STL_conservative; Conservative Party; X;;;;;;;;;;;
STL_socialist; Socialist Party; X;;;;;;;;;;;
STL_communist; Communist Party; X;;;;;;;;;;;
STL_reactionary; reactionary party; X;;;;;;;;;;;
STL_fascist; Fascist Party; X;;;;;;;;;;;
STL_anarcho_liberal; Radical Party; X;;;;;;;;;;;
STV; St. Vincent; X;;;;;;;;;;;
STV_ADJ; St Vincent.; X;;;;;;;;;;;
STV_liberal; Liberal Party; X;;;;;;;;;;;
STV_conservative; Conservative Party; X;;;;;;;;;;;
STV_socialist; Socialist Party; X;;;;;;;;;;;
STV_communist; Communist Party; X;;;;;;;;;;;
STV_reactionary; reactionary party; X;;;;;;;;;;;
STV_fascist; Fascist Party; X;;;;;;;;;;;
STV_anarcho_liberal; Radical Party; X;;;;;;;;;;;
BAR; Barbados; X;;;;;;;;;;;
BAR_ADJ; Barbados.; X;;;;;;;;;;;
BAR_liberal; Liberal Party; X;;;;;;;;;;;
BAR_conservative; Conservative Party; X;;;;;;;;;;;
BAR_socialist; Socialist Party; X;;;;;;;;;;;
BAR_communist; Communist Party; X;;;;;;;;;;;
BAR_reactionary; reactionary party; X;;;;;;;;;;;
BAR_fascist; Fascist Party; X;;;;;;;;;;;
BAR_anarcho_liberal; Radical Party; X;;;;;;;;;;;
GRN; Grenada; X;;;;;;;;;;;
GRN_ADJ; Grenada.; X;;;;;;;;;;;
GRN_liberal; Liberal Party; X;;;;;;;;;;;
GRN_conservative; Conservative Party; X;;;;;;;;;;;
GRN_socialist; Socialist Party; X;;;;;;;;;;;
GRN_communist; Communist Party; X;;;;;;;;;;;
GRN_reactionary; reactionary party; X;;;;;;;;;;;
GRN_fascist; Fascist Party; X;;;;;;;;;;;
GRN_anarcho_liberal; Radical Party; X;;;;;;;;;;;
ANT; Antigua and Barbuda; X;;;;;;;;;;;
ANT_ADJ; Antigua.; X;;;;;;;;;;;
ANT_liberal; Liberal Party; X;;;;;;;;;;;
ANT_conservative; Conservative Party; X;;;;;;;;;;;
ANT_socialist; Socialist Party; X;;;;;;;;;;;
ANT_communist; Communist Party; X;;;;;;;;;;;
ANT_reactionary; reactionary party; X;;;;;;;;;;;
ANT_fascist; Fascist Party; X;;;;;;;;;;;
ANT_anarcho_liberal; Radical Party; X;;;;;;;;;;;
STK; St. Kitts; X;;;;;;;;;;;
STK_ADJ; Sentkitsk.; X;;;;;;;;;;;
STK_liberal; Liberal Party; X;;;;;;;;;;;
STK_conservative; Conservative Party; X;;;;;;;;;;;
STK_socialist; Socialist Party; X;;;;;;;;;;;
STK_communist; Communist Party; X;;;;;;;;;;;
STK_reactionary; reactionary party; X;;;;;;;;;;;
STK_fascist; Fascist Party; X;;;;;;;;;;;
STK_anarcho_liberal; Radical Party; X;;;;;;;;;;;
MSR; Montserrat; X;;;;;;;;;;;
MSR_ADJ; Montserratsk.; X;;;;;;;;;;;
MSR_liberal; Liberal Party; X;;;;;;;;;;;
MSR_conservative; Conservative Party; X;;;;;;;;;;;
MSR_socialist; Socialist Party; X;;;;;;;;;;;
MSR_communist; Communist Party; X;;;;;;;;;;;
MSR_reactionary; reactionary party; X;;;;;;;;;;;
MSR_fascist; Fascist Party; X;;;;;;;;;;;
MSR_anarcho_liberal; Radical Party; X;;;;;;;;;;;
CUR; Curacao; X;;;;;;;;;;;
CUR_ADJ; Kyurasaossk.; X;;;;;;;;;;;
CUR_liberal; Liberal Party; X;;;;;;;;;;;
CUR_conservative; Conservative Party; X;;;;;;;;;;;
CUR_socialist; Socialist Party; X;;;;;;;;;;;
CUR_communist; Communist Party; X;;;;;;;;;;;
CUR_reactionary; reactionary party; X;;;;;;;;;;;
CUR_fascist; Fascist Party; X;;;;;;;;;;;
CUR_anarcho_liberal; Radical Party; X;;;;;;;;;;;
ARU; Aruba; X;;;;;;;;;;;
ARU_ADJ; Aruba.; X;;;;;;;;;;;
ARU_liberal; Liberal Party; X;;;;;;;;;;;
ARU_conservative; Conservative Party; X;;;;;;;;;;;
ARU_socialist; Socialist Party; X;;;;;;;;;;;
ARU_communist; Communist Party; X;;;;;;;;;;;
ARU_reactionary; reactionary party; X;;;;;;;;;;;
ARU_fascist; Fascist Party; X;;;;;;;;;;;
ARU_anarcho_liberal; Radical Party; X;;;;;;;;;;;
CAY; Cayman Islands; X;;;;;;;;;;;
CAY_ADJ; Cayman.; X;;;;;;;;;;;
CAY_liberal; Liberal Party; X;;;;;;;;;;;
CAY_conservative; Conservative Party; X;;;;;;;;;;;
CAY_socialist; Socialist Party; X;;;;;;;;;;;
CAY_communist; Communist Party; X;;;;;;;;;;;
CAY_reactionary; reactionary party; X;;;;;;;;;;;
CAY_fascist; Fascist Party; X;;;;;;;;;;;
CAY_anarcho_liberal; Radical Party; X;;;;;;;;;;;
GDL; Guadeloupe; X;;;;;;;;;;;
GDL_ADJ; Guadalupe.; X;;;;;;;;;;;
GDL_liberal; Liberal Party; X;;;;;;;;;;;
GDL_conservative; Conservative Party; X;;;;;;;;;;;
GDL_socialist; Socialist Party; X;;;;;;;;;;;
GDL_communist; Communist Party; X;;;;;;;;;;;
GDL_reactionary; reactionary party; X;;;;;;;;;;;
GDL_fascist; Fascist Party; X;;;;;;;;;;;
GDL_anarcho_liberal; Radical Party; X;;;;;;;;;;;
MAR; Martinique; X;;;;;;;;;;;
MAR_ADJ; Martinique.; X;;;;;;;;;;;
MAR_liberal; Liberal Party; X;;;;;;;;;;;
MAR_conservative; Conservative Party; X;;;;;;;;;;;
MAR_socialist; Socialist Party; X;;;;;;;;;;;
MAR_communist; Communist Party; X;;;;;;;;;;;
MAR_reactionary; reactionary party; X;;;;;;;;;;;
MAR_fascist; Fascist Party; X;;;;;;;;;;;
MAR_anarcho_liberal; Radical Party; X;;;;;;;;;;;
EVTNAME95360; Puerto Rico; X;;;;;;;;;;;
EVTDESC95360; July 25, 1898 during the Spanish-American War in Puerto Rico, American troops invaded, landing in the municipality Guanika. As a result of the war, Spain was forced to cede Puerto Rico and Cuba, the Philippines and Guam to the Treaty of Paris in 1898. Puerto Rico joined the XX century under the military control of the United States, including the governor, appointed by the President of the United States.; X;;;;;;;;;;;
EVTOPTA95360; take control of the island; X;;;;;;;;;;;
EVTOPTB95360; We do not need; X;;;;;;;;;;;
EVTNAME95361; Philippines; X;;;;;;;;;;;
EVTDESC95361; In 1898, after the Spanish-American War, Spain gave the Philippines to the United States in accordance with the Paris Peace Treaty of 1898.; X;;;;;;;;;;;
EVTOPTA95361; take control of the republic; X;;;;;;;;;;;
EVTOPTB95361; We do not need; X;;;;;;;;;;;
EVTNAME95362; colony requires independence; X;;;;;;;;;;;
EVTDESC95362; After refusing to provide self-Canada, in the colony intensified separatist sentiment. We must take action before the situation became critical; X;;;;;;;;;;;
EVTDESC95363; After the refusal of granting self-government of Australia, the colony intensified separatist sentiment. We must take action before the situation became critical; X;;;;;;;;;;;
EVTDESC95364; After refusing to provide the New Zealand government in the colonies intensified separatist sentiment. We must take action before the situation became critical; X;;;;;;;;;;;
EVTDESC95365; After the refusal of granting self-government of Ireland, in the region have intensified separatist sentiment. We must take action before the situation became critical; X;;;;;;;;;;;
EVTDESC95366; After the refusal of granting self-government of Newfoundland, in the colony intensified separatist sentiment. We must take action before the situation became critical; X;;;;;;;;;;;
EVTOPTA95362; necessary to quell separatist sentiment; X;;;;;;;;;;;
EVTNAME95103; Sale Virgin Islands; X;;;;;;;;;;;
EVTDESC95103; America's interest in the Caribbean has grown, and some councilors have proposed to buy the Dutch West Indies, which would become a strategic base for the protection of the Caribbean.; X;;;;;;;;;;;
EVTOPTA95103; sign a contract for the sale; X;;;;;;;;;;;
EVTOPTB95103; We need this land; X;;;;;;;;;;;
EVTNAME95104; contract signed!; X;;;;;;;;;;;
EVTDESC95104; Ever since the mid-19th century, the U.S. negotiated with Denmark about buying islands, and only in 1917 the islands were ceded to the U.S. for $ 25 million.; X;;;;;;;;;;;
EVTOPTA95104; Excellent!; X;;;;;;;;;;;
EVTNAME95105; against Denmark!; X;;;;;;;;;;;
EVTDESC95105; Historically, Denmark has adopted the U.S. proposal, but it could easily and give up, either because the price was too low, either because of prevailing at the time the chauvinistic sentiments. ; X;;;;;;;;;;;
EVTOPTA95105; Damn!; X;;;;;;;;;;;
virgin_purchase_title; Purchase Virgin Islands; X;;;;;;;;;;;
virgin_purchase_desc; America's interest in the Caribbean has grown, and some councilors have proposed to buy the Dutch West Indies, which would become a strategic base for the protection of the Caribbean.; X;;;;;;;;;;;
EVTNAME95329; independence of Dominica; X;;;;;;;;;;;
EVTDESC95329; In 1838 Juan Pablo Duarte, Ramon Matias Mella and Francisco del Rosario Sanchez, founded a secret society, which they called the Spanish. La Trinitaria. The aim of the society was to get the eastern part of the island's independence from Haiti. In 1843 they supported the movement in Haiti, aims at the overthrow of Boyer. Haiti's new president, Charles Riviere-Erard, seeing the danger represented by Trinitarians for Haiti, jailed and expelled from the country's leading members of society. At the same time Buenaventera Báez, timber merchant and member of the National Assembly of Haiti, was negotiating to establish a French protectorate. Trying to get ahead, Trinitarians revolt, and February 27, 1844 declared their independence from Haiti.; X;;;;;;;;;;;
EVTOPTA95329; Bad!; X;;;;;;;;;;;
CHI_absolute_monarchy; Qing Empire; X;;;;;;;;;;;
CHI_prussian_constitutionalism; Qing Empire; X;;;;;;;;;;;
CHI_hms_government; Qing Empire; X;;;;;;;;;;;
EVTNAME95370; British-Chinese Opium Trade; X;;;;;;;;;;;
EVTDESC95370; the end of XVIII century, the Qing Empire, trade with the outside world began to expand. Chinese silk, porcelain, tea and other commodities were in great demand in Europe, but the Chinese refused to buy anything from the Europeans, so those had to pay in silver for Chinese goods. Then the British began to import opium into China - mostly smuggled from India - and soon the government took to smoking opium, the local population, especially in coastal areas. The import of opium rose steadily and became a true disaster for the country.; X;;;;;;;;;;;
EVTOPTA95370; These addicts will fill our treasury; X;;;;;;;;;;;
EVTNAME95371; opium problem; X;;;;;;;;;;;
EVTDESC95371; the end of XVIII century, the Qing Empire, trade with the outside world began to expand. Chinese silk, porcelain, tea and other commodities were in great demand in Europe, but the Chinese refused to buy anything from the Europeans, so those had to pay in silver for Chinese goods. Then the British began to import opium into China - mostly smuggled from India - and soon the government took to smoking opium, the local population, especially in coastal areas. The import of opium rose steadily and became a true disaster for the country.; X;;;;;;;;;;;
EVTOPTA95371; Our people are suffering from addiction!; X;;;;;;;;;;;
EVTNAME95372; Opium conflict; X;;;;;;;;;;;
EVTDESC95372; the end of XVIII century, the Qing Empire, trade with the outside world began to expand. Chinese silk, porcelain, tea and other commodities were in great demand in Europe, but the Chinese refused to buy anything from the Europeans, so those had to pay in silver for Chinese goods. Then the British began to import opium into China - mostly smuggled from India - and soon the government took to smoking opium, the local population, especially in coastal areas. The import of opium rose steadily and became a true disaster for the country.; X;;;;;;;;;;;
EVTOPTA95372; We otstanovim opium trade!; X;;;;;;;;;;;
EVTOPTB95372; Let everything remains as is; X;;;;;;;;;;;
EVTNAME95373; First Opium War; X;;;;;;;;;;;
EVTDESC95373; First Opium War 1840-1842 - War against the British Empire, the Qing. The aim of the British troops was to protect British commercial interests in China and increased trade, especially opium (hence the name), which prevented the Qing prohibition policy of maritime trade.; X;;;;;;;;;;;
EVTOPTA95373; They will pay for it! ; X;;;;;;;;;;;
EVTOPTB95373; We do not want war; X;;;;;;;;;;;
EVTNAME95374; Treaty of Nanking; X;;;;;;;;;;;
EVTDESC95374; Nanjing Treaty - an agreement signed August 29, 1842 between China and Britain, as a result of China's defeat in the First Opium War. Under this contract to the British departed Hong Kong, China has paid a huge indemnity, open part of the Chinese cities to foreign trade (Canton, Amoy, Fuzhou, Ningbo and Shanghai). One of the most unusual and degrading conditions of the agreement for China's commitment to China was to pay six million dollars in seized by Chinese authorities before the war, opium smuggling.; X;;;;;;;;;;;
EVTOPTA95374; Win!; X;;;;;;;;;;;
EVTNAME95375; Treaty of Nanking; X;;;;;;;;;;;
EVTDESC95375; Nanjing Treaty - an agreement signed August 29, 1842 between China and Britain, as a result of China's defeat in the First Opium War. Under this contract to the British departed Hong Kong, China has paid a huge indemnity, open part of the Chinese cities to foreign trade (Canton, Amoy, Fuzhou, Ningbo and Shanghai). One of the most unusual and degrading conditions of the agreement for China's commitment to China was to pay six million dollars in seized by Chinese authorities before the war, opium smuggling.; X;;;;;;;;;;;
EVTOPTA95375; We lost!; X;;;;;;;;;;;
opium_bonus; Opium traffickers s China; X;;;;;;;;;;;
opium_addiction; opium epidemic; X;;;;;;;;;;;
opium_addiction_desc; the opium trade by the British East India Company is transforming our nation in the weak and lazy addicts who give all their earnings to buy drugs. We must stop this before our civilization will be destroyed by these zapadnymi pigs!; X;;;;;;;;;;; x
taiping_rebellion_mil; Taiping Propaganda doctrine; X;;;;;;;;;;; x
taiping_rebellion_mil_desc; After the Taiping rebellion of the state, in our quiet regions began active promotion of the teachings of Hong Xiuquan. We need to do something about it.; X;;;;;;;;;;;
taiping_independence_zeal; Taypiyskaya independence; X;;;;;;;;;;;
taiping_independence_zeal_desc; Our leader has blessed us and we are ready to fight till the end!; X;;;;;;;;;;;
taiping_rebels_arming; rebellious mood; X;;;;;;;;;;;
western_missionary_china; Western missionaries; X;;;;;;;;;;;
TAI; Taiping Kingdom; X;;;;;;;;;;;
TAI_ADJ; Taiping.; X;;;;;;;;;;;
TAI_liberal; Liberal Party; X;;;;;;;;;;;
TAI_conservative; Conservative Party; X;;;;;;;;;;;
TAI_socialist; Socialist Party; X;;;;;;;;;;;
TAI_communist; Communist Party; X;;;;;;;;;;;
TAI_reactionary; reactionary party; X;;;;;;;;;;;
TAI_fascist; Fascist Party; X;;;;;;;;;;;
TAI_anarcho_liberal; Radical Party; X;;;;;;;;;;;
EVTNAME95376; Taiping Heavenly Kingdom; X;;;;;;;;;;;
EVTDESC95376; Taiping rebellion - the peasant war in China against the Manchu Qing Empire, which included China, and foreign colonialists. The leader of the revolt was a Christian, Hong Xiuquan, who created the Taiping Heavenly Kingdom - the independent Chinese state, which existed simultaneously with the Manchu Qing Empire. The war led to a huge number of victims - an estimated 20 to 30 million people.; X;;;;;;;;;;;
EVTOPTA95376; There will be blood!; X;;;;;;;;;;;
EVTOPTB95376; God Bless us!; X;;;;;;;;;;;
EVTNAME95377; Taiping rebellion; X;;;;;;;;;;;
EVTDESC95377; News of the Taiping rebellion spread, even in the remotest corners of the Qing empire and the civil unrest broke out across the country. Many seek to join the so-called "Kingdom of Heaven».; X;;;;;;;;;;;
EVTOPTA95377; Death to the rebels!; X;;;;;;;;;;;
EVTNAME95378; Rebellion crushed; X;;;;;;;;;;;
EVTDESC95378; We defeated and subdued, "the kingdom of heaven." The leaders of the rebels were killed.; X;;;;;;;;;;;
EVTOPTA95378; Win!; X;;;;;;;;;;;
EVTNAME95379; Province supports the rebels; X;;;;;;;;;;;
EVTDESC95379; our citizens in the province of $ PROVINCENAME $ increasingly support the teaching of religious fanatic Hong Xiuquan. His support is growing every day? And his position is becoming more and more hostile to our government.; X;;;;;;;;;;;
EVTOPTA95379; Local officials must deal with it; X;;;;;;;;;;;
taiping_rebels_title; Taiping; X;;;;;;;;;;;
taiping_rebels_name; Taiping; X;;;;;;;;;;;
taiping_rebels_desc; Taiping rebel movement fighting for the independence of southern China, and it seeks to create a state free from the influence of opium and the Manchu government with the Christian religion. This movement is rapidly gaining momentum and could be very dangerous, and if we do not stop the civil war could begin.; X;;;;;;;;;;;
taiping_rebels_army; Taiping; X;;;;;;;;;;;
EVTNAME95380; missionaries in the province of $ PROVINCENAME $; X;;;;;;;;;;;
EVTDESC95380; In the province of $ PROVINCENAME $ appeared foreign missionaries. They have built their outpost there and spread Christianity among the Chinese population. This often leads to conflicts with local residents who do not like strangers, and regard them as barbarians.; X;;;;;;;;;;;
EVTOPTA95380; This would cause problems; X;;;;;;;;;;;
EVTNAME95381; conflict in the province of $ PROVINCENAME $; X;;;;;;;;;;;
EVTDESC95381; foreign missionary outpost called Fury of the local population. Missionaries are accused of kanibalizme. We do not know it's true or not, but must do something, otherwise there will be bloodshed.; X;;;;;;;;;;;
EVTOPTA95381; This is terrible!; X;;;;;;;;;;;
EVTOPTB95381; Send strangers home!; X;;;;;;;;;;;
EVTNAME95382; Second Opium War; X;;;;;;;;;;;
EVTDESC95382; In the 1851-1864 years. in the Qing empire was a civil war. On the territory of the Qing Empire Taiping formed a state with which the Manchu government has been an exhausting struggle. Formally, the United Kingdom, France, the United States at the Taiping rebellion initially observe neutrality. However, they are actually already in 1854 tried to use a civil war for their own purposes. The diplomatic representatives of Great Britain, France and the United States presented a joint Manchu emperor, the requirement to renegotiate contracts 1842-1844 gg. Powers demanded a right of unrestricted trade throughout China, the assumptions of their permanent ambassadors in Beijing, the official right to trade in opium. However, the Qing government rejected these demands.; X;;;;;;;;;;;
EVTOPTA95382; How dare he? Enter the troops!; X;;;;;;;;;;;
EVTOPTB95382; It is not up to them; X;;;;;;;;;;;
EVTNAME95383; Second Opium War; X;;;;;;;;;;;
EVTDESC95383; In the 1851-1864 years. in the Qing empire was a civil war. The weakening of the Manchu imperial power after the first Opium War was a turning point in the history of this state. On the territory of the Qing Empire Taiping formed a state with which the Manchu government has been an exhausting struggle. Formally, the United Kingdom, France, the United States at the Taiping rebellion initially observe neutrality. However, they are actually already in 1854 tried to use a civil war for their own purposes. The diplomatic representatives of Great Britain, France and the United States presented a joint Manchu emperor, the requirement to renegotiate contracts 1842-1844 gg. Powers demanded a right of unrestricted trade throughout China, the assumptions of their permanent ambassadors in Beijing, the official right to trade in opium. However, the Qing government rejected these demands.; X;;;;;;;;;;;
EVTOPTA95383; War!; X;;;;;;;;;;;
EVTNAME95384; Win!; X;;;;;;;;;;;
EVTDESC95384; We have won this war. Now no one will dare to poison the barbarian people of our drugs, and Christian missionaries no longer clog the head of every heresy.; X;;;;;;;;;;;
EVTOPTA95384; Excellent!; X;;;;;;;;;;;
EVTNAME95385; Peking Treaty; X;;;;;;;;;;;
